@relation 'train3-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O2.5-E6.0-weka.filters.unsupervised.attribute.Remove-R82-83-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O2.5-E10.0-weka.filters.unsupervised.attribute.Remove-R82-83-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O2.2-E8.0-weka.filters.unsupervised.attribute.Remove-R82-83-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O4.0-E6.0-weka.filters.unsupervised.attribute.Remove-R82-83-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O3.0-E6.0-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C82-Llast-weka.filters.unsupervised.attribute.Remove-R82-83-weka.filters.unsupervised.attribute.Remove-R2-3,5-12,14-17,19,22-27,29,31-33,36-38,40,42-43,45-46,48-49,51-53,56,59-60,64-66,70-80-weka.filters.unsupervised.attribute.Remove-R23-weka.filters.unsupervised.attribute.Remove-R9-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Remove-R22-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R6-weka.filters.unsupervised.attribute.Remove-R15-weka.filters.unsupervised.attribute.Remove-R11-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-R5-precision6-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-R15-precision6'

@attribute LotFrontage numeric
@attribute Neighborhood {CollgCr,Veenker,Crawfor,NoRidge,Mitchel,Somerst,NWAmes,OldTown,BrkSide,Sawyer,NridgHt,NAmes,SawyerW,IDOTRR,MeadowV,Edwards,Timber,Gilbert,StoneBr,ClearCr,NPkVill,Blmngtn,BrDale,SWISU,Blueste}
@attribute OverallQual numeric
@attribute YearRemodAdd numeric
@attribute ExterQual {'\'(-inf-1.3]\'','\'(1.3-1.6]\'','\'(1.6-1.9]\'','\'(1.9-2.2]\'','\'(2.2-2.5]\'','\'(2.5-2.8]\'','\'(2.8-3.1]\'','\'(3.1-3.4]\'','\'(3.4-3.7]\'','\'(3.7-inf)\''}
@attribute BsmtFinSF1 numeric
@attribute TotalBsmtSF numeric
@attribute HeatingQC numeric
@attribute X1stFlrSF numeric
@attribute GrLivArea numeric
@attribute KitchenQual numeric
@attribute TotRmsAbvGrd numeric
@attribute Fireplaces numeric
@attribute GarageFinish {RFn,Unf,Fin,'No garage'}
@attribute GarageCars {'\'(-inf-0.4]\'','\'(0.4-0.8]\'','\'(0.8-1.2]\'','\'(1.2-1.6]\'','\'(1.6-2]\'','\'(2-2.4]\'','\'(2.4-2.8]\'','\'(2.8-3.2]\'','\'(3.2-3.6]\'','\'(3.6-inf)\''}
@attribute GarageArea numeric
@attribute OpenPorchSF numeric
@attribute SalePrice numeric

@data
79,NWAmes,6,1980,'\'(3.7-inf)\'',625,1686,4,1686,1686,4,7,1,Unf,'\'(1.6-2]\'',612,131,207500
69,NWAmes,5,1977,'\'(3.7-inf)\'',767,1126,4,1126,1126,1,6,0,RFn,'\'(1.6-2]\'',540,0,175000
93,NridgHt,8,2004,'\'(2.8-3.1]\'',0,1181,1,1234,2374,1,10,1,Fin,'\'(2.8-3.2]\'',656,100,285000
69,NWAmes,7,1968,'\'(3.7-inf)\'',552,832,3,1098,1978,4,9,1,RFn,'\'(1.6-2]\'',486,43,176000
69,CollgCr,8,2001,'\'(2.8-3.1]\'',0,1753,1,1788,1788,1,7,1,RFn,'\'(1.6-2]\'',522,151,236500
69,Gilbert,7,1997,'\'(3.7-inf)\'',0,964,3,993,2236,3,8,1,Fin,'\'(1.6-2]\'',642,0,222000
73,Timber,8,2007,'\'(2.8-3.1]\'',16,1466,1,1466,1466,3,7,0,Fin,'\'(2.8-3.2]\'',610,18,201000
70,NAmes,5,1965,'\'(3.7-inf)\'',338,925,1,925,925,4,5,0,Unf,'\'(0.8-1.2]\'',429,0,117500
84,Somerst,9,2006,'\'(-inf-1.3]\'',0,1905,1,1905,1905,1,8,1,Fin,'\'(2.8-3.2]\'',788,191,320000
63,CollgCr,7,2004,'\'(2.8-3.1]\'',20,1500,1,1500,1500,3,6,0,RFn,'\'(1.6-2]\'',570,36,190000
52,BrkSide,4,1953,'\'(3.7-inf)\'',0,600,3,747,747,4,5,0,Unf,'\'(1.6-2]\'',528,0,79900
67,SawyerW,7,2003,'\'(2.8-3.1]\'',833,1176,1,1200,1200,3,5,0,RFn,'\'(1.6-2]\'',555,41,184900
75,Somerst,7,2005,'\'(2.8-3.1]\'',341,1113,1,1113,1971,3,8,1,RFn,'\'(1.6-2]\'',689,48,253000
73,CollgCr,7,2006,'\'(2.8-3.1]\'',464,1391,1,1391,1962,3,7,0,RFn,'\'(2.8-3.2]\'',868,90,239799
55,Mitchel,6,1976,'\'(3.7-inf)\'',936,1728,4,1728,1728,4,8,0,Unf,'\'(1.6-2]\'',574,0,150900
69,Gilbert,7,1999,'\'(2.8-3.1]\'',772,992,1,1022,2060,3,8,1,RFn,'\'(1.6-2]\'',390,0,214000
42,Edwards,4,1977,'\'(3.7-inf)\'',1440,1440,4,1440,1440,4,8,0,'No garage','\'(-inf-0.4]\'',0,0,150000
69,Timber,6,1958,'\'(3.7-inf)\'',111,819,3,1344,1344,3,7,1,RFn,'\'(1.6-2]\'',525,118,137500
98,OldTown,5,1996,'\'(3.7-inf)\'',1088,1088,4,1188,1869,4,7,0,Unf,'\'(1.6-2]\'',456,0,124900
70,NAmes,5,1959,'\'(3.7-inf)\'',748,1144,4,1144,1144,4,6,1,RFn,'\'(0.8-1.2]\'',796,0,143000
85,Timber,8,2003,'\'(2.8-3.1]\'',1300,1616,1,1629,1629,3,9,1,Fin,'\'(2.8-3.2]\'',808,252,270000
65,CollgCr,7,2002,'\'(2.8-3.1]\'',0,936,1,936,1776,3,7,1,RFn,'\'(1.6-2]\'',474,96,192500
78,NWAmes,6,2006,'\'(3.7-inf)\'',982,1161,4,1381,1381,3,5,1,RFn,'\'(1.6-2]\'',676,0,197500
60,NAmes,5,2002,'\'(3.7-inf)\'',398,864,3,864,864,3,5,0,RFn,'\'(1.6-2]\'',720,0,129000
60,SawyerW,5,1965,'\'(3.7-inf)\'',641,828,3,965,965,4,6,0,Unf,'\'(0.8-1.2]\'',300,0,119900
60,CollgCr,5,2003,'\'(3.7-inf)\'',660,768,3,768,768,4,5,0,Fin,'\'(0.8-1.2]\'',396,0,133900
69,Mitchel,5,1969,'\'(3.7-inf)\'',562,784,1,1168,1968,4,7,1,RFn,'\'(1.6-2]\'',530,189,172000
35,Edwards,6,1975,'\'(3.7-inf)\'',945,945,4,980,980,4,4,0,'No garage','\'(-inf-0.4]\'',0,0,127500
82,Crawfor,6,1950,'\'(3.7-inf)\'',484,979,4,979,1958,4,8,0,Unf,'\'(1.6-2]\'',492,0,145000
24,Blueste,6,1980,'\'(3.7-inf)\'',285,561,4,561,1229,4,5,1,Fin,'\'(1.6-2]\'',462,0,124000
70,Sawyer,5,1962,'\'(3.7-inf)\'',417,1057,4,1057,1057,4,6,0,Fin,'\'(1.6-2]\'',576,0,132000
65,CollgCr,7,2003,'\'(2.8-3.1]\'',699,1337,1,1337,1337,3,6,0,RFn,'\'(1.6-2]\'',531,39,185000
24,Somerst,7,1999,'\'(2.8-3.1]\'',604,696,1,696,1416,3,6,0,Unf,'\'(1.6-2]\'',484,44,155000
50,BrkSide,5,2008,'\'(3.7-inf)\'',696,858,3,858,858,4,4,0,'No garage','\'(-inf-0.4]\'',0,0,116500
24,NPkVill,6,1976,'\'(3.7-inf)\'',556,804,4,804,1548,3,7,1,Unf,'\'(1.6-2]\'',440,0,155000
122,CollgCr,9,2007,'\'(2.8-3.1]\'',0,1800,1,1800,1800,1,7,0,Fin,'\'(1.6-2]\'',702,136,239000
80,Timber,7,2003,'\'(2.8-3.1]\'',624,817,1,824,1894,3,8,1,Fin,'\'(1.6-2]\'',510,40,214900
65,Gilbert,6,2007,'\'(2.8-3.1]\'',0,783,1,783,1484,3,8,1,Fin,'\'(1.6-2]\'',393,72,178900
130,Crawfor,5,1950,'\'(2.8-3.1]\'',428,728,1,976,1308,4,7,2,Unf,'\'(0.8-1.2]\'',256,70,160000
69,NAmes,5,1955,'\'(3.7-inf)\'',902,1098,4,1098,1098,4,6,0,Unf,'\'(0.8-1.2]\'',260,0,135000
50,OldTown,3,1950,'\'(3.7-inf)\'',0,600,2,600,968,4,6,0,'No garage','\'(-inf-0.4]\'',0,0,37900
75,NAmes,6,1958,'\'(3.7-inf)\'',513,588,4,1095,1095,4,6,0,RFn,'\'(0.8-1.2]\'',264,0,140000
60,NAmes,4,1950,'\'(3.7-inf)\'',0,720,4,720,1192,4,6,0,'No garage','\'(-inf-0.4]\'',0,0,135000
36,NridgHt,7,2004,'\'(2.8-3.1]\'',567,764,1,764,1626,3,6,0,RFn,'\'(1.6-2]\'',474,27,173000
55,SawyerW,6,1979,'\'(3.7-inf)\'',0,918,4,918,918,4,5,1,Unf,'\'(0.8-1.2]\'',264,0,99500
95,Somerst,7,2008,'\'(2.8-3.1]\'',0,1428,1,1428,1428,3,6,0,Fin,'\'(1.6-2]\'',480,120,182000
60,BrkSide,7,1993,'\'(3.7-inf)\'',0,728,4,1136,2019,3,8,0,Unf,'\'(1.6-2]\'',532,135,167500
69,Somerst,7,2000,'\'(2.8-3.1]\'',641,673,1,673,1382,3,6,0,Unf,'\'(1.6-2]\'',490,50,165000
51,BrkSide,4,1958,'\'(3.7-inf)\'',0,440,4,869,869,2,4,0,'No garage','\'(-inf-0.4]\'',0,0,85500
35,Somerst,7,2007,'\'(2.8-3.1]\'',1106,1241,1,1241,1241,3,4,0,Fin,'\'(1.6-2]\'',569,116,199900
68,Edwards,4,1954,'\'(3.7-inf)\'',552,894,1,894,894,4,5,0,Unf,'\'(1.6-2]\'',400,0,110000
80,Sawyer,5,1963,'\'(3.7-inf)\'',651,1121,4,1121,1121,4,5,0,Unf,'\'(1.6-2]\'',480,80,139000
69,NAmes,7,2007,'\'(-inf-1.3]\'',867,944,3,999,999,1,6,0,RFn,'\'(1.6-2]\'',588,76,178400
43,Blmngtn,7,2007,'\'(2.8-3.1]\'',0,1266,1,1266,1266,3,6,1,Fin,'\'(1.6-2]\'',388,16,159895
69,CollgCr,8,2002,'\'(2.8-3.1]\'',0,1128,1,1149,2290,3,9,1,Unf,'\'(1.6-2]\'',779,0,255900
75,Mitchel,5,1977,'\'(3.7-inf)\'',0,0,4,1302,1734,3,8,0,Unf,'\'(1.6-2]\'',539,0,126000
68,Edwards,5,1950,'\'(3.7-inf)\'',1040,1164,4,1164,1164,4,5,0,Unf,'\'(0.8-1.2]\'',240,48,125000
59,OldTown,6,2003,'\'(3.7-inf)\'',0,485,3,1001,1635,3,5,0,Unf,'\'(0.8-1.2]\'',255,0,117000
83,NridgHt,9,2010,'\'(-inf-1.3]\'',1646,1930,1,1940,1940,1,8,1,Fin,'\'(2.8-3.2]\'',606,95,395192
69,NWAmes,6,1976,'\'(3.7-inf)\'',156,848,4,1118,2030,3,8,1,Fin,'\'(1.6-2]\'',551,224,195000
65,Somerst,7,2006,'\'(2.8-3.1]\'',0,770,1,778,1576,3,6,0,RFn,'\'(1.6-2]\'',614,50,197000
82,NoRidge,8,1998,'\'(2.8-3.1]\'',1074,1396,1,1407,2392,3,7,1,Fin,'\'(2.8-3.2]\'',870,70,348000
121,OldTown,8,1986,'\'(2.8-3.1]\'',216,916,3,916,1742,3,8,1,Unf,'\'(1.6-2]\'',424,169,168000
80,NAmes,6,1993,'\'(3.7-inf)\'',536,822,3,1020,1851,3,7,1,RFn,'\'(1.6-2]\'',440,42,187000
68,CollgCr,6,2006,'\'(3.7-inf)\'',0,750,1,750,1500,3,6,0,RFn,'\'(1.6-2]\'',564,35,173900
96,NridgHt,10,2007,'\'(-inf-1.3]\'',1172,1700,1,1718,1718,1,7,1,Fin,'\'(2.8-3.2]\'',786,48,337500
51,BrkSide,4,1950,'\'(3.7-inf)\'',384,747,4,774,1230,4,5,0,Unf,'\'(0.8-1.2]\'',305,57,121600
69,NWAmes,6,1970,'\'(3.7-inf)\'',0,1442,4,1442,1442,4,6,1,RFn,'\'(1.6-2]\'',615,0,185000
60,IDOTRR,3,1950,'\'(3.7-inf)\'',0,1007,2,1077,1077,4,6,1,Unf,'\'(0.8-1.2]\'',210,100,91000
64,CollgCr,7,2006,'\'(2.8-3.1]\'',686,1187,1,1208,1208,3,6,0,RFn,'\'(1.6-2]\'',632,61,206000
74,Edwards,3,1952,'\'(3.7-inf)\'',0,0,2,944,944,2,4,0,Unf,'\'(1.6-2]\'',528,0,82000
60,OldTown,5,1950,'\'(3.7-inf)\'',0,691,1,691,691,1,4,0,Unf,'\'(0.8-1.2]\'',216,20,86000
75,Somerst,8,2006,'\'(2.8-3.1]\'',24,1574,1,1574,1574,3,7,1,RFn,'\'(2.8-3.2]\'',824,104,232000
69,NWAmes,5,1976,'\'(3.7-inf)\'',0,1680,2,1680,1680,4,8,0,Unf,'\'(1.6-2]\'',528,0,136905
43,Blmngtn,7,2006,'\'(2.8-3.1]\'',16,1346,1,1504,1504,3,7,1,Fin,'\'(1.6-2]\'',457,0,181000
65,CollgCr,5,1977,'\'(2.8-3.1]\'',595,985,4,985,985,4,6,0,Unf,'\'(0.8-1.2]\'',328,0,149900
69,NAmes,6,1970,'\'(3.7-inf)\'',1237,1657,3,1657,1657,4,7,1,Unf,'\'(1.6-2]\'',484,0,163500
21,MeadowV,4,1970,'\'(3.7-inf)\'',273,546,4,546,1092,4,6,0,RFn,'\'(0.8-1.2]\'',286,0,88000
43,Mitchel,7,2005,'\'(2.8-3.1]\'',0,1710,1,1710,1710,3,7,1,Fin,'\'(1.6-2]\'',550,48,240000
60,SWISU,5,1950,'\'(3.7-inf)\'',0,1008,1,1008,1522,4,7,0,'No garage','\'(-inf-0.4]\'',0,0,102000
115,Sawyer,5,1950,'\'(3.7-inf)\'',0,720,4,720,1271,4,7,1,Unf,'\'(0.8-1.2]\'',312,0,135000
75,Edwards,5,1965,'\'(3.7-inf)\'',0,0,4,1664,1664,4,8,0,'No garage','\'(-inf-0.4]\'',0,0,100000
55,Crawfor,6,1996,'\'(3.7-inf)\'',0,602,4,900,1502,3,7,2,Unf,'\'(0.8-1.2]\'',180,0,165000
60,OldTown,5,2006,'\'(3.7-inf)\'',247,1022,4,1022,1022,4,4,0,Unf,'\'(0.8-1.2]\'',280,30,85000
60,NAmes,6,1950,'\'(3.7-inf)\'',336,1082,4,1082,1082,4,5,1,Unf,'\'(0.8-1.2]\'',240,130,119200
70,NWAmes,8,2001,'\'(2.8-3.1]\'',643,810,1,810,1665,3,6,0,Fin,'\'(1.6-2]\'',528,45,227000
73,CollgCr,7,1996,'\'(2.8-3.1]\'',690,1504,1,1504,1504,3,6,1,Fin,'\'(1.6-2]\'',478,66,203000
69,StoneBr,8,1984,'\'(2.8-3.1]\'',1036,1220,3,1360,1360,3,4,1,RFn,'\'(1.6-2]\'',565,0,187500
69,Gilbert,7,1992,'\'(2.8-3.1]\'',0,384,3,802,1472,3,7,1,RFn,'\'(1.6-2]\'',402,0,160000
43,Blmngtn,7,2005,'\'(2.8-3.1]\'',16,1362,1,1506,1506,3,6,1,Fin,'\'(1.6-2]\'',440,20,213490
60,Edwards,4,2005,'\'(3.7-inf)\'',1024,1132,1,1132,1132,3,5,0,Fin,'\'(1.6-2]\'',451,64,176000
64,CollgCr,7,2006,'\'(2.8-3.1]\'',684,1199,1,1220,1220,3,6,0,RFn,'\'(1.6-2]\'',632,54,194000
52,OldTown,5,1950,'\'(3.7-inf)\'',324,912,3,912,1248,4,6,0,Unf,'\'(0.8-1.2]\'',160,0,87000
43,Blmngtn,7,2006,'\'(2.8-3.1]\'',16,1346,1,1504,1504,3,7,1,Fin,'\'(1.6-2]\'',437,20,191000
69,Timber,8,1976,'\'(2.8-3.1]\'',1165,1565,4,2898,2898,3,10,1,Fin,'\'(1.6-2]\'',665,72,287000
70,CollgCr,5,1972,'\'(3.7-inf)\'',138,882,4,882,882,4,5,0,Unf,'\'(1.6-2]\'',461,0,112500
73,NAmes,5,1960,'\'(3.7-inf)\'',697,1268,4,1264,1264,4,6,2,Unf,'\'(1.6-2]\'',461,0,167500
71,Timber,8,2008,'\'(2.8-3.1]\'',1513,1638,1,1646,1646,3,7,1,RFn,'\'(2.8-3.2]\'',800,44,293077
79,NAmes,5,1950,'\'(3.7-inf)\'',368,768,4,968,1376,4,6,1,Unf,'\'(0.8-1.2]\'',240,0,105000
21,BrDale,6,1972,'\'(3.7-inf)\'',317,672,3,672,1218,4,7,0,Unf,'\'(0.8-1.2]\'',264,28,118000
69,SWISU,5,1995,'\'(3.7-inf)\'',0,686,3,948,1928,4,10,0,'No garage','\'(-inf-0.4]\'',0,0,160000
102,SWISU,7,1970,'\'(3.7-inf)\'',523,824,1,1687,3082,4,12,2,Fin,'\'(1.6-2]\'',672,63,197000
69,NoRidge,8,1993,'\'(2.8-3.1]\'',1012,1338,1,1352,2520,3,10,1,RFn,'\'(2.8-3.2]\'',796,55,310000
69,CollgCr,7,2002,'\'(2.8-3.1]\'',986,1654,1,1654,1654,3,6,0,Unf,'\'(2.8-3.2]\'',900,136,230000
50,Crawfor,5,1950,'\'(3.7-inf)\'',0,920,1,954,954,2,5,1,Unf,'\'(0.8-1.2]\'',240,0,119750
69,Edwards,4,1957,'\'(3.7-inf)\'',0,0,1,845,845,4,5,0,Unf,'\'(0.8-1.2]\'',290,0,84000
89,Timber,9,2008,'\'(2.8-3.1]\'',1022,1620,1,1620,1620,1,6,1,Fin,'\'(2.8-3.2]\'',912,0,315500
69,CollgCr,8,2002,'\'(2.8-3.1]\'',0,1055,1,1055,2263,3,7,1,Fin,'\'(1.6-2]\'',905,45,287000
21,MeadowV,4,2008,'\'(3.7-inf)\'',0,546,4,798,1344,4,6,1,'No garage','\'(-inf-0.4]\'',0,0,97000
21,MeadowV,4,1970,'\'(3.7-inf)\'',509,630,4,630,630,4,3,0,Unf,'\'(0.8-1.2]\'',286,0,80000
88,Sawyer,5,2000,'\'(3.7-inf)\'',168,1134,1,1803,1803,4,8,1,RFn,'\'(1.6-2]\'',484,0,155000
69,NWAmes,6,2000,'\'(3.7-inf)\'',400,800,3,800,1632,3,7,0,Unf,'\'(1.6-2]\'',484,40,173000
34,NridgHt,6,2005,'\'(2.8-3.1]\'',900,1306,1,1306,1306,3,5,1,RFn,'\'(1.6-2]\'',624,63,196000
86,SawyerW,7,1990,'\'(3.7-inf)\'',1085,1475,1,1532,2329,3,10,1,Unf,'\'(1.6-2]\'',514,121,262280
80,NWAmes,8,1981,'\'(2.8-3.1]\'',1104,2524,4,2524,2524,3,9,1,Fin,'\'(1.6-2]\'',542,120,278000
69,Edwards,3,1955,'\'(3.7-inf)\'',0,0,1,1733,1733,4,8,1,Unf,'\'(1.6-2]\'',452,0,139600
85,StoneBr,9,2006,'\'(2.8-3.1]\'',240,1992,1,1992,2868,1,11,1,Fin,'\'(2.8-3.2]\'',716,108,556581
57,CollgCr,5,1995,'\'(3.7-inf)\'',686,990,1,990,990,4,5,0,Unf,'\'(1.6-2]\'',672,0,145000
100,Mitchel,5,2006,'\'(3.7-inf)\'',0,0,4,1771,1771,4,9,1,Unf,'\'(1.6-2]\'',336,0,115000
60,Edwards,4,2006,'\'(3.7-inf)\'',0,0,1,930,930,3,6,0,Unf,'\'(0.8-1.2]\'',308,0,84900
73,Gilbert,7,2007,'\'(2.8-3.1]\'',0,1302,1,1302,1302,3,6,0,Fin,'\'(1.6-2]\'',436,22,176485
103,CollgCr,7,2007,'\'(2.8-3.1]\'',0,1316,1,1316,1316,3,6,1,Fin,'\'(1.6-2]\'',440,20,200141
100,NAmes,6,1978,'\'(3.7-inf)\'',442,816,4,1127,1977,4,9,1,RFn,'\'(1.6-2]\'',540,52,165000
68,Edwards,5,2002,'\'(3.7-inf)\'',383,1216,1,1526,1526,4,7,1,Unf,'\'(0.8-1.2]\'',364,78,144500
90,CollgCr,8,2002,'\'(2.8-3.1]\'',932,1065,1,1091,1989,3,7,1,Fin,'\'(1.6-2]\'',586,60,255000
104,NWAmes,6,1976,'\'(3.7-inf)\'',644,1193,4,1523,1523,4,7,1,Fin,'\'(1.6-2]\'',478,0,180000
43,NridgHt,7,2005,'\'(2.8-3.1]\'',659,1364,1,1364,1364,3,6,1,RFn,'\'(1.6-2]\'',484,36,185850
96,NridgHt,9,2008,'\'(-inf-1.3]\'',936,1104,1,1130,2184,1,10,1,Fin,'\'(2.8-3.2]\'',836,102,335000
69,Crawfor,6,1950,'\'(3.7-inf)\'',297,854,4,1096,1991,4,7,1,Unf,'\'(1.6-2]\'',432,0,220000
41,StoneBr,8,2001,'\'(2.8-3.1]\'',616,1338,1,1338,1338,3,6,0,Fin,'\'(1.6-2]\'',582,0,213500
120,IDOTRR,3,1950,'\'(1.9-2.2]\'',0,894,4,894,894,4,6,0,RFn,'\'(2.8-3.2]\'',1248,20,81000
85,OldTown,5,1950,'\'(3.7-inf)\'',0,662,4,1422,2337,4,10,0,Unf,'\'(1.6-2]\'',560,57,90000
50,OldTown,6,1980,'\'(3.7-inf)\'',397,1103,3,1103,1103,3,5,1,Unf,'\'(1.6-2]\'',440,120,110500
69,NAmes,5,1966,'\'(3.7-inf)\'',740,1154,1,1154,1154,4,6,1,RFn,'\'(1.6-2]\'',480,58,154000
80,ClearCr,7,1997,'\'(2.8-3.1]\'',1201,1306,1,1306,2260,3,7,0,RFn,'\'(1.6-2]\'',533,44,328000
59,Gilbert,6,1994,'\'(2.8-3.1]\'',0,799,3,799,1571,4,7,1,RFn,'\'(1.6-2]\'',380,40,178000
80,NAmes,6,1964,'\'(3.7-inf)\'',674,780,4,798,1611,4,7,0,RFn,'\'(1.6-2]\'',442,128,167900
60,NAmes,5,2003,'\'(3.7-inf)\'',220,845,4,893,893,3,4,0,Unf,'\'(1.6-2]\'',576,0,135000
72,NAmes,5,1956,'\'(3.7-inf)\'',586,1048,4,1048,1048,4,6,0,Unf,'\'(0.8-1.2]\'',286,20,135000
78,NWAmes,6,1968,'\'(3.7-inf)\'',298,727,1,829,1556,4,8,0,Unf,'\'(1.6-2]\'',441,0,154000
50,Edwards,5,1950,'\'(3.7-inf)\'',0,810,2,1002,1456,4,7,1,Unf,'\'(0.8-1.2]\'',280,0,91500
75,Edwards,6,1977,'\'(3.7-inf)\'',535,690,4,698,1426,4,6,0,Fin,'\'(1.6-2]\'',440,0,159500
74,CollgCr,7,2006,'\'(2.8-3.1]\'',0,1240,1,1240,1240,3,5,0,RFn,'\'(2.8-3.2]\'',826,93,194000
75,Crawfor,7,1984,'\'(3.7-inf)\'',410,800,4,960,1740,4,6,2,Unf,'\'(0.8-1.2]\'',240,0,219500
60,OldTown,5,1989,'\'(3.7-inf)\'',626,796,3,1096,1466,3,7,1,Unf,'\'(1.6-2]\'',566,21,170000
69,NAmes,5,1969,'\'(3.7-inf)\'',75,1096,1,1096,1096,4,6,0,Fin,'\'(0.8-1.2]\'',299,32,138800
37,CollgCr,6,2004,'\'(2.8-3.1]\'',662,848,1,848,848,3,3,1,RFn,'\'(1.6-2]\'',420,0,155900
65,CollgCr,5,1994,'\'(3.7-inf)\'',495,990,3,990,990,4,5,0,Unf,'\'(0.8-1.2]\'',299,64,126000
80,NWAmes,6,2004,'\'(2.8-3.1]\'',656,1258,1,1258,1258,3,5,0,RFn,'\'(1.6-2]\'',528,0,145000
75,Sawyer,5,1963,'\'(3.7-inf)\'',824,1040,2,1040,1040,4,5,0,Fin,'\'(0.8-1.2]\'',308,0,133000
70,CollgCr,7,2002,'\'(2.8-3.1]\'',0,1459,1,1459,1459,3,6,1,RFn,'\'(1.6-2]\'',527,39,192000
80,NAmes,6,1964,'\'(3.7-inf)\'',553,1251,4,1251,1251,4,6,2,RFn,'\'(0.8-1.2]\'',461,116,160000
69,Gilbert,6,1996,'\'(3.7-inf)\'',592,691,3,691,1498,4,6,1,Fin,'\'(1.6-2]\'',409,44,187500
73,SawyerW,6,1992,'\'(3.7-inf)\'',747,936,1,996,996,3,5,0,Unf,'\'(1.6-2]\'',564,0,147000
69,MeadowV,4,1973,'\'(3.7-inf)\'',334,546,4,546,1092,4,6,0,RFn,'\'(0.8-1.2]\'',286,96,83500
85,Somerst,8,2006,'\'(2.8-3.1]\'',0,1082,1,1082,1953,3,9,1,RFn,'\'(2.8-3.2]\'',1043,50,252000
24,Edwards,7,2004,'\'(2.8-3.1]\'',0,970,1,970,1709,3,7,0,Unf,'\'(1.6-2]\'',380,40,137500
37,Somerst,8,2005,'\'(2.8-3.1]\'',1039,1247,1,1247,1247,3,4,1,Fin,'\'(1.6-2]\'',550,84,197000
60,NAmes,3,1950,'\'(3.7-inf)\'',0,0,2,1040,1040,4,6,0,Unf,'\'(1.6-2]\'',400,0,92900
24,Somerst,7,2000,'\'(2.8-3.1]\'',510,600,1,624,1252,3,4,0,Unf,'\'(1.6-2]\'',462,48,160000
60,SWISU,6,1950,'\'(3.7-inf)\'',423,1181,2,1390,1694,4,7,1,Unf,'\'(1.6-2]\'',576,0,136500
71,NAmes,5,1998,'\'(3.7-inf)\'',661,864,3,1200,1200,3,6,0,Unf,'\'(1.6-2]\'',884,64,146000
74,NAmes,5,2000,'\'(3.7-inf)\'',248,936,1,936,936,4,4,0,Fin,'\'(0.8-1.2]\'',308,0,129000
78,CollgCr,6,2006,'\'(2.8-3.1]\'',24,1314,3,1314,1314,3,6,1,RFn,'\'(1.6-2]\'',440,22,176432
60,IDOTRR,6,2006,'\'(3.7-inf)\'',0,684,4,773,1355,3,7,0,'No garage','\'(-inf-0.4]\'',0,0,127000
69,StoneBr,8,1986,'\'(2.8-3.1]\'',0,1074,1,1088,1088,3,5,0,RFn,'\'(1.6-2]\'',461,74,170000
50,BrkSide,4,1950,'\'(3.7-inf)\'',672,672,4,757,1324,4,6,0,Unf,'\'(0.8-1.2]\'',240,0,128000
82,NWAmes,7,1978,'\'(3.7-inf)\'',704,1271,4,1601,1601,4,7,1,RFn,'\'(1.6-2]\'',478,0,157000
60,SWISU,2,1950,'\'(3.7-inf)\'',290,290,4,438,438,2,3,0,Unf,'\'(0.8-1.2]\'',246,0,60000
61,NAmes,5,1971,'\'(3.7-inf)\'',412,950,4,950,950,4,5,0,Unf,'\'(0.8-1.2]\'',280,0,119500
70,NAmes,5,2002,'\'(3.7-inf)\'',588,1010,1,1134,1134,4,6,0,RFn,'\'(0.8-1.2]\'',254,16,135000
79,NAmes,6,1959,'\'(3.7-inf)\'',655,655,1,1194,1194,4,6,1,Fin,'\'(1.6-2]\'',539,0,159500
24,BrDale,5,1970,'\'(3.7-inf)\'',0,630,4,630,1302,4,6,0,Unf,'\'(1.6-2]\'',440,0,106000
98,NoRidge,8,1995,'\'(2.8-3.1]\'',1032,1463,1,1500,2622,3,9,2,RFn,'\'(1.6-2]\'',712,32,325000
114,SawyerW,7,1991,'\'(2.8-3.1]\'',738,910,3,1442,1442,3,6,1,Fin,'\'(1.6-2]\'',719,244,179900
69,Gilbert,6,2000,'\'(3.7-inf)\'',0,924,1,948,1690,4,7,1,RFn,'\'(1.6-2]\'',463,48,181000
107,NridgHt,8,2005,'\'(2.8-3.1]\'',1039,1836,1,1836,1836,3,7,1,Fin,'\'(2.8-3.2]\'',862,185,280000
69,Gilbert,6,1996,'\'(3.7-inf)\'',219,773,3,773,1658,4,8,1,Fin,'\'(1.6-2]\'',431,84,188000
73,NAmes,5,1957,'\'(3.7-inf)\'',708,816,4,816,816,4,5,0,Unf,'\'(0.8-1.2]\'',308,0,129900
